wd_lid,lemma,category,sense,definition
L71339,linbo,Q1084,L71339-S1,"(Erl.) tradizio kristauaren arabera, bataiatu gabe hildako haurrak zihoazen lekua"
L74778,linea,Q1084,L74778-S1,"garraiobide erregularra, lurrekoa, itsasokoa edo airekoa"
L74778,linea,Q1084,L74778-S2,"(Elektr./Telekom.) bi punturen artean seinale elektromagnetikoak edo energia elektrikoa igortzeko, eta batez ere telefono-komunikazioa ziurtatzeko, bide bera jarraitzen duten eroaleen multzoa"
L293255,lineal,Q7233569,L293255-S1,lerro-formakoa; lerroari dagokiona
L293255,lineal,Q7233569,L293255-S2,(Mat.) bi magnituderen arteko erlazio proportzionalari esaten zaio
L70346,linfa,Q1084,L70346-S1,"(Anat.) linfozito asko dituen likido organiko kolorgea, linfa-basoetan zehar zirkulatzen duena eta odolaren eta ehunen arteko bitartekotza-funtzioa betetzen duena"
L233720,linfozito,Q1084,L233720-S1,"(Biol.) leukozito-mota, gongoil eta linfa-basoetan sortzen dena. Ia zelula osoa betetzen duen nukleo bakarra eta handia du"
L64136,lingote,Q1084,L64136-S1,"(Metal.) metal-masa solido eta landu gabea, metal urtua molde batean isuriz lortzen dena"
L74858,linguista,Q1084,L74858-S1,hizkuntzalaria
L72314,linguistika,Q1084,L72314-S1,hizkuntzalaritza
L293256,linguistiko,Q7233569,L293256-S1,hizkuntza edo hizkuntzalaritzari dagokiona
L233721,linimentu,Q1084,L233721-S1,"(Med.) ukendua bezain lodia ez den botika, eszipiente gisa koipeak eta baltsamoak dituena"
L61262,linja,Q1084,L61262-S1,arropa zuria
L61593,linjeria,Q1084,L61593-S1,"arropa zuria oro har; azpiko arropa eta, bereziki, emakumezkoen azpiko jantzi fin eta garestia"
L233722,linolio,Q1084,L233722-S1,"estaldura sendo eta iragazgaitza, jutezko ehun bat linazi-olio, erretxina eta kortxo-hautsez egindako nahasteaz igurtziz egiten dena"
L233723,linotipia,Q1084,L233723-S1,"(Art. Graf.) karaktereen matrizeekin testua eratzen duen konposatzeko makina, berorietan metala automatikoki urtuz, lerro bakoitzeko tipoak bloke bakar batean ematen dituena"
L71790,linterna,Q1084,L71790-S1,"(Arkit.) eraikin baten kupularen goialdeko dorre-modukoa, argia barnera sartzen uzteko alboko leihoak dituena"
L224732,lintxatu,Q24905,L224732-S1,"aurrez prozesu formalik egin gabe, talde batek susmagarri edo errudun bat hil arte zigortu"
L233724,liofilizazio,Q1084,L233724-S1,(Kim.) liofilizatzea (ekintza eta ondorioa)
L61504,lipar,Q1084,L61504-S1,"denbora oso laburra, unea"
L61504,lipar,Q1084,L61504-S2,"zati txikia, apurra"
L61504,lipar,Q1084,L61504-S3,"oihal-zati txikia, erakusgarritzat erabiltzen dena"
L233725,lipido,Q1084,L233725-S1,(Biokim.) materia biziaren osagai diren konposatu organiko batzuen izen generikoa. Uretan disolbaezinak dira eta energia metatzea eta zelulako egiturak osatzea dira haien funtzio nagusiak
L233726,lipotimia,Q1084,L233726-S1,(Med.) bat-bateko zorabioa edo konorte-galera laburra
L74049,lira,Q1084,L74049-S1,"(Mus.) antzinako hari-instrumentua, armazoi-moduko egitura batean tenkatutako eta ziaz jotzen diren zenbait hariz osatua"
L293257,lirain,Q7233569,L293257-S1,"lerdena eta, gehienetan, arina"
L225664,liraindu,Q24905,L225664-S1,"lirain bihurtu, liraintasuna eman edo hartu"
L71696,liraintasun,Q1084,L71696-S1,liraina denaren nolakotasuna
L294729,lirdinga,Q7233569,L294729-S1,"lirdingatsua, likatsua"
L63166,lirdinga,Q1084,L63166-S1,lerde edo gai likatsua
L63166,lirdinga,Q1084,L63166-S2,"itsasertzeko haitzetan eta harri hezeetan eratzen den geruza berdea, behe-mailako zenbait landarek, alga eta goroldioek bereziki, osatua"
L293258,lirdingatsu,Q7233569,L293258-S1,"erraz itsasten dena, likatsua"
L70074,lirika,Q1084,L70074-S1,poetak bere barne-sentimenduak adierazten dituen poesia-mota
L293259,liriko,Q7233569,L293259-S1,lirikari dagokiona; barne-sentimenduak biziki adieraztearekin lotua dagoena
L293259,liriko,Q7233569,L293259-S2,(Mus.) kantatzen den edo musika-akonpainamendua duen obra dramatikoari esaten zaio; obra-mota horri dagokiona
L293259,liriko,Q7233569,L293259-S3,lirika-generoa lantzen duen poeta
L63505,lirio,Q1084,L63505-S1,"(Bot.) zurtoin luze eta berdeak eta lore handiak, more, urdin, zuri edo horiak, dituzten zenbait landare belarkararen izen arrunta"
L233728,lirismo,Q1084,L233728-S1,lirikoa denaren nolakotasuna; egilearen barne-sentimenduak adierazten dituen literatura- edo musika-obraren ezaugarria
L69465,lisaburdina,Q1084,L69465-S1,"lisatzeko erabiltzen den burdinazko tresna, berotzen den azpialde leuna eta gainaldean eskutokia duena"
L72188,lisaketa,Q1084,L72188-S1,lisatzea (ekintza eta ondorioa)
L223560,lisatu,Q24905,L223560-S1,"arropaz mintzatuz, lisaburdinaz zimurrak kendu"
L223560,lisatu,Q24905,L223560-S2,"ileaz mintzatuz, tresna egoki baten bidez kizkurrak kendu"
L223560,lisatu,Q24905,L223560-S3,"(Med.) larruazalaz mintzatuz, ebakuntza kirurgiko bidez zimurrak desagerrarazi, liftinga egin"
L62034,liskar,Q1084,L62034-S1,"etsaitasunezko hitz eta keinuen (eta are ekintzen) bidezko eztabaida, errieta edo borroka"
L226325,liskar egin,Q24905,L226325-S1,errieta egin
L233729,liskarbide,Q1084,L233729-S1,liskarrean aritzeko arrazoia edo zioa
L293260,liskargile,Q7233569,L293260-S1,haserrealdi edo borrokan aritzea gustatzen zaiona
L73991,liskarraldi,Q1084,L73991-S1,liskar sutsua eta laburra
L293261,liskarti,Q7233569,L293261-S1,liskarrean aritzeko joera duena
L293262,liskartsu,Q7233569,L293262-S1,liskartia
L223618,liskartu,Q24905,L223618-S1,liskarrean aritu
L293263,liskarzale,Q7233569,L293263-S1,"liskarraren zale dena, liskarrerako gogoa izaten duena"
L293264,liso,Q7233569,L293264-S1,"ileaz mintzatuz, kizkurrik ez duena"
L293264,liso,Q7233569,L293264-S2,"(Anat.) muskuluez mintzatuz, ildaskatu gabea dena"
L62151,lista,Q1084,L62151-S1,zerrenda
L74823,listari,Q1084,L74823-S1,hari sendoa
L233730,listatu,Q1084,L233730-S1,(Inform.) euskarri informatiko batean dagoen informazioaren inprimaketa jarraitua
L69441,listoi,Q1084,L69441-S1,zurezko pieza luze eta ebakidura txikikoa
L69441,listoi,Q1084,L69441-S2,"(Kir.) jauziak egiteko kiroletan, gainditua izateko jartzen den zeharkako langeta"
L63414,listu,Q1084,L63414-S1,"ahora zenbait guruinek jariatzen duten likido likatsua, aho-barnea bustirik edukitzeko eta elikagaiak bigundu eta digestiorako prestatzeko funtzioa duena"
L226383,listu egin,Q24905,L226383-S1,listua bota
L233731,listukari,Q1084,L233731-S1,listu egiten duena
L233732,listuontzi,Q1084,L233732-S1,listua botatzeko jartzen den ontzia
L293265,literal,Q7233569,L293265-S1,hitzez-hitzezkoa
L293266,literario,Q7233569,L293266-S1,literaturari dagokiona
L71752,literato,Q1084,L71752-S1,literatura-lanen idazlea
L70759,literatura,Q1084,L70759-S1,"hitzaren bidezko adierazpenean, ahozkoan nahiz idatzian, oinarritzen den artea"
L70759,literatura,Q1084,L70759-S2,"literatura-lanen multzoa; bereziki idazten diren garai, herri, hizkuntza, genero eta abarren ikuspuntutik kontuan hartuz"
L70759,literatura,Q1084,L70759-S3,idazlearen lana edo jarduera
L70365,litio,Q1084,L70365-S1,(Kim.) zenbaki atomikoa 3 duen elementu kimikoa (Li). Zilar-koloreko metal alkalinoa da eta metaletan arinena
L77107,litografia,Q1084,L77107-S1,(Art. Graf.) kareharri baten gainean material koipetsu batez egindako marrazkiak edo izkribuak inprimatzeko artea
L77107,litografia,Q1084,L77107-S2,(Art. Graf.) horrela lorturiko irudia
L233733,litosfera,Q1084,L233733-S1,"(Geol.) Lurraren zati solidoa; zentzu hertsian, Lurraren kanpo-geruza zurruna, lurrazala eta mantuaren goiko partea hartzen duena"
L71450,litro,Q1084,L71450-S1,"neurri-sistema hamartarreko edukiera-unitatea, 1/1.000 metro kubikoren baliokidea dena (l); neurri horretan sartzen den kantitatea"
L69328,lits,Q1084,L69328-S1,"oihal batek ertzean duen haria, alde batetik finko eta beste aldetik solte dagoena. Batzuetan oihalarenak berarenak dira eta beste batzuetan xingola bat eratuz oihalari jos dakizkioke"
L69328,lits,Q1084,L69328-S2,zerbaiten zati txiki edo baztergarria
L233734,lituaniera,Q1084,L233734-S1,Lituanian mintzatzen den ekialdeko taldeko hizkuntza baltikoa
L61505,liturgia,Q1084,L61505-S1,"elkarte erlijioso baten errituen eta otoitzen multzoa, agintari eskudunak emana eta Jainko-gurtza eratzen duena"
L233735,liturgiaburu,Q1084,L233735-S1,(Erl.) elizkizun liturgikoan burutza edo lehendakaritza duena
L293267,liturgiko,Q7233569,L293267-S1,liturgiari dagokiona
L293268,litxar,Q7233569,L293268-S1,litxarreriak egiten dituena
L293268,litxar,Q7233569,L293268-S2,litxarreriak jatea oso gogoko duena
L73263,litxarreria,Q1084,L73263-S1,lapurreta txikia
L73263,litxarreria,Q1084,L73263-S2,premiarik gabe jaten den gauza gozoa
L293269,litxarrero,Q7233569,L293269-S1,"lapur txikia, litxarra"
L293269,litxarrero,Q7233569,L293269-S2,litxarreriak jatea oso gogoko duena
L72332,lixa,Q1084,L72332-S1,"katuarrainaren azal ihartua, azalak leuntzeko erabiltzen zena"
L233736,lixagailu,Q1084,L233736-S1,azal zakarra duten materialak leuntzeko erabiltzen den gailua
L224921,lixatu,Q24905,L224921-S1,lizpapera edo lixagailua erabiliz azal bat leundu
L70592,lixiba,Q1084,L70592-S1,"garbiketarako erabiltzen den likido alkalinoa, lehen zenbait landareren hautsekin egiten zena; bereziki, arropa zuria garbitzeko eta zuritzeko"
L70592,lixiba,Q1084,L70592-S2,lixibatzea (ekintza eta ondorioa)
L70592,lixiba,Q1084,L70592-S3,batera lixibatzen den arropa-multzoa
L73404,lizar,Q1084,L73404-S1,(Bot.) enbor lodi eta azal grisaxka eta adar asko dituzten zenbait zuhaitz hostogalkorren izen arrunta. Zura argia da eta altzariak egiteko erabiltzen da
L73835,lizentzia,Q1084,L73835-S1,(Kir.) lehiaketa ofizialetan parte hartu ahal izateko federazioak kirolariari ematen dion baimena
L73835,lizentzia,Q1084,L73835-S2,"(Mil.) militar bati bere unitatea uzteko ematen zaion baimena: bereziki, soldadutza bukatutakoan ematen dena"
L73835,lizentzia,Q1084,L73835-S3,"(Zuz.) baimen administratiboa, pertsona fisiko edo juridiko batek zerbait egiteko eskubidea duela aitortzen duena"
L73835,lizentzia,Q1084,L73835-S4,lizentziatura
L261826,lizentziadun,Q34698,L261826-S1,lizentziatura duen pertsona
L223619,lizentziatu,Q24905,L223619-S1,ikasle batek lizentziatura-titulua lortu
L223619,lizentziatu,Q24905,L223619-S2,(Mil.) soldaduek armadan eman behar duten denboraldia bukatutzat eman
L233737,lizentziatura,Q1084,L233737-S1,"unibertsitatean fakultate bateko ikasketak burututakoan lortzen den titulua; irakaskuntza-sisteman, batxilergo eta doktoretzaren artekoa da"
L233737,lizentziatura,Q1084,L233737-S2,titulu hori lortzeko burutu behar diren ikasketen multzoa
L62000,lizeo,Q1084,L62000-S1,"Frantzian, bigarren mailako irakaskuntzako ikastetxea"
L62000,lizeo,Q1084,L62000-S2,"Antzinako Atenasen, Aristotelek sortutako filosofia-eskola"
L233738,lizifrina,Q1084,L233738-S1,"zigortzeko tresna, azotea"
L70611,lizpaper,Q1084,L70611-S1,"azalak leuntzeko erabiltzen den paper-antzekoa, alde batetik harea edo beste hauts urratzaileren bat lekedaz irmoki itsatsia duena"
L71446,liztor,Q1084,L71446-S1,"(Zool.) erlearen antzeko intsektua, hura baino lirainagoa eta marra horiz apaindutako abdomen beltza duena. Emeak ziztada mingarria egiten du (Paravespula vulgaris)"
L294730,lizun,Q7233569,L294730-S1,"zikina, lohia"
L294730,lizun,Q7233569,L294730-S2,sexu-atseginetara emana; sexu-atseginei dagokiena
L71872,lizun,Q1084,L71872-S1,deskonposatzen ari den gai organikoan garatzen den zenbait onddok eratutako hauts-itxurako azal zuri-grisaxka
L71872,lizun,Q1084,L71872-S2,zikintasuna
L225581,lizundu,Q24905,L225581-S1,lizuna hartu edo sorrarazi
L225581,lizundu,Q24905,L225581-S2,"zikindu, lohitu; lizunkerian erori"
L63474,lizunkeria,Q1084,L63474-S1,"lizuna, sexu-atseginetara emana denaren nolakotasuna"
L293270,lizunkoi,Q7233569,L293270-S1,lizunkeriara emana
L293271,lizunzale,Q7233569,L293271-S1,"lizuna, haragikoia"
L73452,llama,Q1084,L73452-S1,"(Zool.) ile luzez estalitako gorputza eta lepo eta belarri luzeak dituen ugaztun hausnarkaria. Animalia hezia da eta zamari gisa erabiltzen da, baina haragitarako hazten da eta baita bere ilea aprobetxatzeko ere. Andeetan bizi da (Lama peruana)"
L71152,lo,Q1084,L71152-S1,jarduera kontzientea eten eta inguruneko estimuluekiko erreakzio-ahalmena moteltzen den organismoaren aldizkako egoera
L226182,lo egin,Q24905,L226182-S1,lo-egoeran egon
L223322,lo hartu,Q24905,L223322-S1,organismoak jarduera kontzientea eten. Egunero denbora jakin batez egiten da eta eskuarki gauez
L223322,lo hartu,Q24905,L223322-S2,"gorputzaren zati batean ziztada txikien antzeko sentsazioa sortu, sentikortasuna galduz eta mugitzea zail izanik"
L226469,lo seko egin,Q24905,L226469-S1,lo sakon egin
L226123,lo seko egon,Q24905,L226123-S1,erabat lo egon
L224080,lo seko geratu,Q24905,L224080-S1,erabat lo geratu
L233739,lo-lo,Q1084,L233739-S1,loa
L223108,loak hartu,Q24905,L223108-S1,lo hartu
L75215,loaldi,Q1084,L75215-S1,lo-egoeran igarotzen den aldia edo denbora-tartea
L71326,loba,Q1084,L71326-S1,iloba
L233740,lobby,Q1084,L233740-S1,erabaki politikoetan aldeko eragina lortzea helburu duen presio-taldea
L293272,lobulatu,Q7233569,L293272-S1,(Biol.) lobuluak dituena edo lobulutan zatituta dagoena; gingilduna
L63613,lobulu,Q1084,L63613-S1,(Biol.) organo baten edo gorputz-atal baten zati irten biribildua; organo batean gutxi-asko bereiz daitezkeen zatietako bakoitza
L294731,lodi,Q7233569,L294731-S1,"nagusiki dimentsio batean luzatzen diren gorputzetan, luzerarekiko beste bi dimentsioak ohi baino handiagoak dituena"
L294731,lodi,Q7233569,L294731-S2,"hiru dimentsioko gorputzetan, dimentsio txikiena ohi baino handiagoa duena"
L294731,lodi,Q7233569,L294731-S3,"likidoez mintzatuz, dentsoa"
L73043,lodi,Q1084,L73043-S1,lodiera
L69592,lodiera,Q1084,L69592-S1,"loditasunaren neurria; hiru dimentsioko gorputzetan, dimentsio txikienaren neurria"
L233741,lodigune,Q1084,L233741-S1,gainerakoa baino lodiagoa den zerbaiten zatia
L293273,lodikote,Q7233569,L293273-S1,aski lodia
L73674,loditasun,Q1084,L73674-S1,lodia denaren nolakotasuna; lodiera
L223468,loditu,Q24905,L223468-S1,"lodi bihurtu, loditasuna hartu edo eman"
L293274,lodixko,Q7233569,L293274-S1,lodi samarra
L233742,loeri,Q1084,L233742-S1,loa eragiten duen gaixotasuna
L233742,loeri,Q1084,L233742-S2,logale handia
L75859,loezin,Q1084,L75859-S1,(Med.) insomnioa
L61882,logale,Q1084,L61882-S1,lo egiteko gogoa
L224298,logaletu,Q24905,L224298-S1,logaleak hartu
L69858,logaritmo,Q1084,L69858-S1,"(Mat.) n zenbaki bati buruz, delako zenbakia lortzeko oinarri izeneko a zenbaki bat berretu behar den x zenbakia (loga n = x esaten da, baldin n = ax bada). Logaritmorik erabilienak logaritmo hamartarrak (a = 10) eta nepertarrak (a = e) dira"
L61994,logela,Q1084,L61994-S1,lo egiteko prestatua dagoen gela
L233743,logia,Q1084,L233743-S1,masoien batzarrak egiteko aretoa; batzar horietako bakoitza; batzarra osatzen duten partaideen multzoa
L62427,logika,Q1084,L62427-S1,arrazoinamendua eta frogapena onargarri eta baliozko diren aztertzen dituen zientzia
L62427,logika,Q1084,L62427-S2,"argudiatzeko era; batez ere, argudiatzeko era zuzena, ideien arrazoizko kateatzea"
L74231,logikari,Q1084,L74231-S1,logikan aditua
L293275,logiko,Q7233569,L293275-S1,logikari dagokiona
L293275,logiko,Q7233569,L293275-S2,"logikaren arauen araberakoa; logikaren (argudiatzeko era zuzen, ideien kateatze taxuzko gisa ulertua) araberakoa"
L233744,logistika,Q1084,L233744-S1,"(Mil.) kanpainan dauden tropei dagokienez eta operazio batean eraginkortasunik handiena lortzeko, haien bizitza, mugimendu eta beharrekiko guztia prestatzen duen zientzia militarraren atala"
L233744,logistika,Q1084,L233744-S2,"zerbitzu, enpresa eta abarren antolaketarako behar diren metodo eta bitartekoen multzoa"
L261847,logistiko,Q34698,L261847-S1,logistikari dagokiona
L233745,logopeda,Q1084,L233745-S1,"pertsonen, bereziki, haurren berezko nahiz bereganatutako hizkuntza-akatsak ariketa bidez zuzentzeko tekniketan aditua den pertsona"
L76874,logotipo,Q1084,L76874-S1,"erakunde, elkarte, enpresa, produktu eta abarren ezaugarri grafikoa, testuz zein irudiz osatua"
L71186,logura,Q1084,L71186-S1,"logalea, lo egiteko gogoa"
L294732,lohi,Q7233569,L294732-S1,"garbia ez dena, zikina; lohitzen, zikintzen duena"
L294732,lohi,Q7233569,L294732-S2,moralarekiko garbia edo xahua ez dena; lizuna
L61364,lohi,Q1084,L61364-S1,"ur eta lurrez osatutako nahastea, leku jakin batean euria egitean, esaterako, eratzen dena"
L61364,lohi,Q1084,L61364-S2,zikintasuna
L61364,lohi,Q1084,L61364-S3,gorputza
L69376,lohihartzeko,Q1084,L69376-S1,"lanbide batzuetan langileek erabiltzen duten pieza bateko jantzia, kalerako jantzita duten arropa ez zikintzeko helburua duena; lan-jantzia"
L70179,lohikeria,Q1084,L70179-S1,gaitzesgarritzat hartzen den lohitasuna; ekintza lohia; lizunkeria
L63005,lohitasun,Q1084,L63005-S1,lohia denaren nolakotasuna
L293276,lohitsu,Q7233569,L293276-S1,"lohi asko duena, lohiz betea"
L223523,lohitu,Q24905,L223523-S1,"lohi bihurtu, lohitasuna ezarri"
L294733,lokabe,Q7233569,L294733-S1,askea
L73927,lokabe,Q1084,L73927-S1,askatasuna
L62044,lokailu,Q1084,L62044-S1,lotzeko erabiltzen den zernahi gauza
L62044,lokailu,Q1084,L62044-S2,(Hizkl.) diskurtso-mailako lotura gauzatzeko funtzioa duen hitza edo hitz-multzoa
L294734,lokal,Q7233569,L294734-S1,"toki, eskualde edo herri bati dagokiona"
L294734,lokal,Q7233569,L294734-S2,"udalekoa edo probintziakoa, jeneral, nazional-i kontrajarria"
L294734,lokal,Q7233569,L294734-S3,gorputzaren zati bati soilik eragiten edo erasaten diona
L74603,lokal,Q1084,L74603-S1,"eraikin bateko zati edo leku itxia, helburu jakin bat izaten duena, gehienetan komertzial edo industriala"
L61228,lokarri,Q1084,L61228-S1,"zerbait lotzeko erabiltzen dena, bereziki soka edo soka-antzeko egitura duena"
L61228,lokarri,Q1084,L61228-S2,lotura
L223097,lokartu,Q24905,L223097-S1,"lo hartu, loak hartu"
L71734,lokatz,Q1084,L71734-S1,lohia
L74631,lokatza,Q1084,L74631-S1,lokatz asko dagoen tokia
L74570,lokazti,Q1084,L74570-S1,lokatz asko dagoen tokia
L224242,lokaztu,Q24905,L224242-S1,"lokatzez bete, lokatzez zikindu"
L74164,loki,Q1084,L74164-S1,"(Anat.) gizakiaren eta beste zenbait ugaztunen buruaren alde bietako lekua, begi-kopeten atzean, masailen gainean eta belarrien aurrean dagoena"
L233746,lokia,Q1084,L233746-S1,"eskutokia, heldulekua"
L233746,lokia,Q1084,L233746-S2,"entxufea, prisa"
L293278,lokomotor,Q7233569,L293278-S1,lokomoziorako balio duena
L293278,lokomotor,Q7233569,L293278-S2,lokomozioari dagokiona
L233747,lokomozio,Q1084,L233747-S1,leku batetik bestera higitzea (ekintza eta ondorioa)
L233747,lokomozio,Q1084,L233747-S2,"(Biol.) bizidunen funtzioetako bat, batez ere animaliena, bere organismoa leku batetik bestera eramatea ahalbidetzen diena"
L233748,lokotx,Q1084,L233748-S1,"morkotsa, gaztaina-oskola"
L233748,lokotx,Q1084,L233748-S2,aleak kendu zaizkion artaburua
L73785,lokuzio,Q1084,L73785-S1,"(Hizkl.) multzo estereotipatu gisa erabiltzen den hitz-multzoa edo egitura berezia, esanahi aldetik batasuna azaltzen duena eta, oro har, unitate bakartzat jotzen dena"
L233749,lonbardi,Q1084,L233749-S1,lumazko lastaira
L233750,longain,Q1084,L233750-S1,kapa mahukaduna
L233750,longain,Q1084,L233750-S2,"kapela-mota, atzeko hegala altxatuta zeukana"
L62395,longitude,Q1084,L62395-S1,"lurrazaleko puntu batetik meridiano nagusira (Greenwicheko meridianora) bitarteko paralelo-arkua, distantzia angeluar gisa adierazia, 0 eta 180 bitarteko balioa izan dezakeena eta meridiano nagusitik ekialdera edo mendebaldera den erantsiz adierazten dena"
L70285,lonja,Q1084,L70285-S1,"eraikin edo toki publikoa, merkataritzako transakzio eta kontratuak egiteko erabiltzen dena"
L233751,lor,Q1084,L233751-S1,lurrean herrestan garraiatzen den enborra
L233751,lor,Q1084,L233751-S2,"enborra lurrean herrestan eramatea; hedaduraz, zernahi gauza garraiatzea"
L233751,lor,Q1084,L233751-S3,zama (berezko eta irudizko adieretan)
L233751,lor,Q1084,L233751-S4,"larritasuna, buruhaustea"
L73063,loradenda,Q1084,L73063-S1,loreak eta landareak saltzen diren denda
L233752,loraketa,Q1084,L233752-S1,(Bot.) loreen sorkuntza eta garapena
L72015,loraldi,Q1084,L72015-S1,loratzea (batez ere irudizko adieran); loratze-aldi bakoitza
L72015,loraldi,Q1084,L72015-S2,(Bot.) leku edo espezie bateko landareek loretan dirauten denboraldia
L70196,lorategi,Q1084,L70196-S1,"landareak, eta batez ere lore apaingarriak, hazten diren lur-zatia"
